stream,gender,log_quo,read_sk,hsc score,sports_in,sports_ac,arts_in,arts_rel,teach_sk,comm_sk,stage_in,lead,lead_m,chem_in,chem_sk,tech_in,tech_sh,tech_s_s,tech_h_s,bio_in,bio_class,bio_pr,fam_bus,fam_biz,pub_serv,maths_sk,visual,career
bio,female,2,4,71,no,0,yes,music,10,8,yes,9,5,yes,2,no,0,0,0,yes,medical,orthopaedic,yes,industrial,5,2,3,Teaching
maths,female,9,6,354,no,0,yes,tourism,9,2,no,6,3,no,0,no,0,0,0,yes,nutritionist,dental,no,0,3,7,10,Medicine and Nutrition
maths,female,7,6,465,no,0,no,0,3,2,no,8,8,yes,6,yes,hardware,0,0,no,0,0,no,0,10,3,8,Marketing Management
arts,male,1,4,95,yes,5,no,0,0,2,no,10,5,no,0,no,0,0,0,no,0,0,no,0,4,7,8,Sports Science
none,other,6,3,330,yes,5,no,0,8,5,yes,9,6,yes,3,no,0,0,0,yes,medical,pediatrician,no,0,4,10,4,Sports Science
none,male,6,6,439,yes,5,yes,tourism,6,2,yes,10,8,yes,2,yes,software,0,0,no,0,0,yes,enterprise,7,5,7,Sports Science
none,female,4,7,105,yes,5,no,0,5,2,no,2,4,yes,10,yes,software,0,0,no,0,0,yes,enterprise,6,8,8,Sports Science
maths,female,4,4,65,no,0,no,0,6,4,no,7,10,no,0,yes,software,0,0,no,0,0,no,0,7,6,6,Marketing Management
commerce,other,10,1,498,yes,3,yes,literature,10,5,yes,10,3,yes,10,no,0,0,0,no,0,0,yes,enterprise,7,7,10,Chemical Engineering
commerce,female,3,3,269,yes,2,yes,music,5,3,no,4,6,no,0,no,0,0,0,no,0,0,no,0,3,9,7,CA/CS/Banking
commerce,female,8,6,477,yes,2,yes,theatre,5,5,yes,9,2,yes,7,no,0,0,0,no,0,0,yes,enterprise,10,9,5,Theatre & Tourism
bio,female,0,10,254,no,0,yes,music,2,1,yes,4,1,no,0,yes,software,0,0,yes,nutritionist,pediatrician,yes,industrial,6,3,5,Medicine and Nutrition
none,female,9,8,342,yes,2,no,0,7,4,no,7,4,yes,8,no,0,0,0,no,0,0,no,0,9,5,9,Chemical Engineering
maths,male,5,7,164,no,0,no,0,6,4,yes,5,4,no,0,no,0,0,0,no,0,0,no,0,9,8,3,UPSC/GPSC etc.
arts,female,2,3,311,yes,3,yes,music,6,2,yes,10,10,no,0,no,0,0,0,no,0,0,yes,construction,2,10,9,Marketing Management
maths,male,6,5,461,yes,5,yes,literature,10,5,no,8,9,yes,3,yes,software,0,0,no,0,0,yes,industrial,1,3,7,Sports Science
bio,other,10,5,447,no,0,yes,theatre,4,5,no,7,4,yes,8,no,0,0,0,yes,medical,veterinary,yes,construction,9,4,9,Theatre & Tourism
commerce,female,6,7,467,no,0,yes,fineart,5,5,yes,8,6,yes,4,no,0,0,0,yes,medical,orthopaedic,yes,industrial,3,9,7,Marketing Management
none,female,1,7,141,no,0,no,0,3,4,no,6,3,no,0,yes,software,0,0,no,0,0,yes,construction,5,1,8,Business/Industrial Mngmnt.
none,male,4,6,41,no,0,yes,fineart,5,5,no,4,2,yes,3,yes,software,0,0,yes,medical,dental,yes,agriculture,3,2,6,Medicine and Nutrition
none,other,5,3,304,no,0,no,0,1,7,yes,7,7,no,0,yes,software,0,0,yes,nutritionist,dental,no,0,5,6,6,Marketing Management
none,female,10,3,500,no,0,no,0,5,5,yes,1,2,no,0,yes,hardware,0,0,yes,medical,veterinary,no,0,9,9,4,Medicine and Nutrition
maths,female,0,10,250,yes,4,yes,music,8,4,no,5,5,yes,9,yes,software,0,0,no,0,0,yes,industrial,9,2,2,Sports Science
arts,female,5,5,323,yes,5,no,0,0,2,yes,4,6,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,9,6,10,Sports Science
none,female,10,7,410,yes,3,yes,fineart,0,10,no,8,7,yes,3,yes,software,0,0,no,0,0,yes,agriculture,5,5,7,Marketing Management
arts,female,8,4,396,no,0,yes,music,2,6,yes,1,4,no,0,no,0,0,0,yes,medical,physician,no,0,10,2,3,Medicine and Nutrition
bio,male,1,7,142,yes,5,no,0,6,10,no,4,9,no,0,no,0,0,0,no,0,0,no,0,1,3,9,Sports Science
arts,female,9,4,412,yes,4,no,0,2,6,yes,9,2,no,0,yes,hardware,0,0,no,0,0,yes,industrial,4,8,5,Sports Science
none,other,10,6,412,no,0,yes,literature,6,10,yes,3,10,yes,8,no,0,0,0,yes,medical,pediatrician,yes,enterprise,4,3,2,Chemical Engineering
commerce,male,0,10,194,yes,5,yes,music,6,5,yes,3,3,no,0,no,0,0,0,yes,nutritionist,dental,yes,enterprise,7,3,10,Sports Science
none,other,5,7,161,no,0,no,0,3,5,no,4,7,yes,7,yes,hardware,0,0,no,0,0,yes,industrial,8,5,4,Chemical Engineering
bio,female,3,2,6,yes,3,yes,tourism,1,0,no,3,5,no,0,yes,software,0,0,yes,medical,pediatrician,no,0,4,5,1,Medicine and Nutrition
commerce,male,3,10,149,no,0,yes,fineart,0,4,yes,8,10,yes,5,no,0,0,0,yes,medical,dental,yes,agriculture,10,1,9,Marketing Management
arts,male,10,3,373,no,0,yes,tourism,6,8,no,10,10,no,0,no,0,0,0,yes,nutritionist,physician,no,0,7,2,10,Marketing Management
maths,male,6,7,367,yes,1,no,0,5,5,yes,6,2,yes,6,no,0,0,0,no,0,0,no,0,3,5,1,ARTS
commerce,male,10,10,397,no,0,no,0,6,2,yes,9,2,no,0,no,0,0,0,yes,nutritionist,veterinary,yes,construction,3,2,10,Medicine and Nutrition
none,other,10,0,469,yes,2,no,0,0,6,no,5,2,yes,9,no,0,0,0,no,0,0,no,0,5,8,2,Chemical Engineering
bio,female,10,5,434,no,0,no,0,8,9,yes,7,9,no,0,no,0,0,0,no,0,0,no,0,4,5,5,Teaching
arts,other,2,1,60,no,0,no,0,8,6,yes,5,9,no,0,yes,software,0,0,yes,nutritionist,physician,no,0,10,7,1,Teaching
none,other,6,6,372,yes,1,no,0,3,9,yes,4,4,yes,10,no,0,0,0,no,0,0,no,0,4,10,10,Chemical Engineering
maths,female,0,1,232,yes,1,no,0,2,8,no,2,8,no,0,no,0,0,0,no,0,0,no,0,9,7,3,UPSC/GPSC etc.
none,female,1,3,36,no,0,yes,theatre,10,10,yes,9,10,no,0,no,0,0,0,yes,nutritionist,physician,yes,enterprise,7,1,6,Theatre & Tourism
none,other,0,2,81,yes,3,no,0,3,6,yes,10,10,yes,6,yes,software,0,0,yes,nutritionist,dental,yes,agriculture,6,3,6,Marketing Management
arts,other,5,6,297,no,0,no,0,10,10,no,1,8,no,0,no,0,0,0,no,0,0,yes,enterprise,7,7,7,Teaching
maths,male,6,8,346,no,0,no,0,2,4,yes,7,5,yes,2,yes,software,0,0,no,0,0,yes,construction,10,9,10,Business/Industrial Mngmnt.
maths,male,9,0,463,yes,3,no,0,2,4,no,5,5,no,0,yes,software,0,0,no,0,0,no,0,7,6,4,UPSC/GPSC etc.
commerce,other,7,7,445,no,0,yes,literature,8,10,no,1,5,no,0,yes,hardware,0,0,yes,nutritionist,dental,yes,industrial,5,3,1,Teaching
arts,other,9,6,447,no,0,no,0,2,0,no,7,1,no,0,no,0,0,0,yes,medical,pediatrician,yes,agriculture,2,5,2,Medicine and Nutrition
arts,other,5,9,279,no,0,yes,literature,5,5,no,2,6,no,0,yes,hardware,0,0,no,0,0,no,0,10,8,7,UPSC/GPSC etc.
commerce,other,7,7,483,no,0,no,0,5,8,yes,6,9,no,0,no,0,0,0,yes,nutritionist,veterinary,no,0,6,9,8,Medicine and Nutrition
maths,male,3,6,257,no,0,yes,music,3,8,yes,3,3,yes,9,yes,software,0,0,yes,nutritionist,veterinary,yes,agriculture,3,9,1,Chemical Engineering
maths,other,0,7,326,yes,1,yes,music,5,7,no,5,4,no,0,no,0,0,0,yes,medical,physician,yes,enterprise,5,7,6,Medicine and Nutrition
bio,male,5,0,258,yes,4,yes,theatre,9,7,no,1,9,no,0,yes,software,0,0,no,0,0,yes,industrial,3,3,5,Sports Science
none,female,9,8,338,no,0,yes,music,1,2,yes,1,6,yes,5,no,0,0,0,no,0,0,no,0,5,10,9,CA/CS/Banking
maths,male,10,9,498,yes,5,no,0,1,1,yes,9,7,yes,7,no,0,0,0,no,0,0,no,0,1,1,7,Sports Science
bio,other,6,0,393,yes,1,yes,fineart,0,3,yes,3,3,no,0,yes,hardware,0,0,yes,medical,pediatrician,no,0,2,6,7,Medicine and Nutrition
maths,other,9,2,390,no,0,no,0,9,4,yes,5,6,no,0,no,0,0,0,no,0,0,yes,industrial,10,10,2,Business/Industrial Mngmnt.
bio,other,7,8,429,no,0,no,0,8,4,no,4,2,yes,7,no,0,0,0,yes,nutritionist,physician,yes,agriculture,8,8,3,Chemical Engineering
commerce,female,2,10,275,no,0,yes,fineart,5,9,no,5,3,yes,9,yes,software,0,0,yes,nutritionist,veterinary,yes,agriculture,10,3,9,Chemical Engineering
maths,male,4,8,310,yes,3,no,0,3,4,yes,5,10,no,0,yes,software,0,0,no,0,0,no,0,4,10,4,CA/CS/Banking
maths,female,1,2,330,yes,1,yes,fineart,4,8,yes,5,8,no,0,yes,software,0,0,no,0,0,no,0,9,1,3,UPSC/GPSC etc.
arts,other,3,6,90,yes,1,no,0,1,6,yes,10,1,yes,4,yes,software,0,0,yes,medical,orthopaedic,yes,industrial,2,7,6,Medicine and Nutrition
arts,female,7,2,482,no,0,yes,music,7,5,yes,5,10,yes,5,yes,software,0,0,no,0,0,yes,construction,10,9,2,Business/Industrial Mngmnt.
maths,female,6,2,375,no,0,no,0,7,6,yes,7,8,no,0,no,0,0,0,yes,nutritionist,orthopaedic,yes,industrial,2,6,5,Teaching
bio,female,2,6,45,yes,2,yes,fineart,5,7,yes,6,4,no,0,no,0,0,0,yes,medical,dental,no,0,1,5,5,Medicine and Nutrition
bio,other,0,10,325,yes,3,yes,music,10,10,no,4,8,no,0,yes,software,0,0,yes,medical,orthopaedic,yes,industrial,8,2,3,Teaching
commerce,other,9,8,464,no,0,yes,literature,0,10,yes,10,1,yes,3,no,0,0,0,yes,medical,veterinary,yes,enterprise,8,7,5,Medicine and Nutrition
maths,male,10,8,367,no,0,no,0,2,5,yes,7,4,no,0,no,0,0,0,yes,nutritionist,pediatrician,no,0,5,5,5,Medicine and Nutrition
maths,other,5,3,139,no,0,yes,tourism,7,2,no,4,6,yes,4,yes,hardware,0,0,no,0,0,yes,enterprise,3,5,5,Business/Industrial Mngmnt.
commerce,male,1,6,295,yes,2,no,0,8,9,no,3,8,yes,3,no,0,0,0,yes,nutritionist,orthopaedic,no,0,8,5,4,Teaching
arts,other,4,1,102,no,0,yes,tourism,7,0,no,3,5,no,0,yes,software,0,0,no,0,0,yes,agriculture,9,10,2,Business/Industrial Mngmnt.
commerce,female,3,10,159,yes,3,yes,music,7,5,yes,10,8,no,0,yes,hardware,0,0,yes,nutritionist,pediatrician,yes,industrial,4,9,8,Marketing Management
none,other,5,2,44,yes,4,yes,theatre,3,7,no,7,8,yes,5,no,0,0,0,yes,medical,pediatrician,no,0,2,3,6,Sports Science
none,male,6,7,467,yes,1,no,0,3,3,no,1,2,yes,4,yes,software,0,0,yes,nutritionist,pediatrician,yes,industrial,2,1,8,Medicine and Nutrition
bio,other,3,7,286,no,0,yes,fineart,10,3,no,10,7,no,0,no,0,0,0,no,0,0,no,0,4,4,9,Marketing Management
maths,male,10,7,445,no,0,no,0,6,7,no,3,9,no,0,no,0,0,0,yes,medical,dental,yes,agriculture,7,3,10,Medicine and Nutrition
none,male,10,0,383,yes,4,no,0,7,5,no,10,3,no,0,no,0,0,0,no,0,0,no,0,7,6,7,Sports Science
commerce,female,4,2,309,no,0,no,0,1,5,yes,3,6,yes,4,yes,hardware,0,0,yes,nutritionist,pediatrician,no,0,3,8,8,Medicine and Nutrition
maths,male,4,8,253,yes,5,yes,theatre,0,2,yes,5,5,yes,4,yes,hardware,0,0,yes,medical,physician,no,0,6,9,4,Sports Science
bio,female,3,1,0,yes,1,yes,literature,1,4,yes,7,9,yes,1,no,0,0,0,yes,medical,orthopaedic,yes,agriculture,9,7,2,Marketing Management
maths,female,6,5,459,no,0,yes,music,9,10,yes,10,9,no,0,yes,software,0,0,yes,nutritionist,orthopaedic,yes,industrial,3,7,3,Teaching
commerce,male,3,5,211,no,0,yes,theatre,5,1,no,2,2,yes,1,yes,hardware,0,0,no,0,0,no,0,9,8,1,Theatre & Tourism
none,male,2,7,172,no,0,yes,music,8,0,yes,2,2,yes,8,no,0,0,0,yes,nutritionist,veterinary,no,0,10,1,3,Chemical Engineering
maths,other,9,8,452,yes,1,yes,tourism,6,8,yes,8,1,yes,1,yes,hardware,0,0,yes,medical,pediatrician,yes,industrial,3,5,4,Medicine and Nutrition
bio,other,3,2,154,no,0,yes,music,8,6,yes,3,4,yes,2,yes,software,0,0,no,0,0,yes,industrial,7,4,4,Teaching
maths,female,7,7,483,yes,3,yes,literature,5,8,yes,3,8,no,0,no,0,0,0,yes,medical,pediatrician,no,0,10,4,8,Medicine and Nutrition
bio,female,5,1,22,yes,4,no,0,9,8,yes,1,8,no,0,no,0,0,0,yes,medical,physician,no,0,2,6,8,Sports Science
maths,male,0,3,293,yes,4,no,0,4,4,yes,7,3,no,0,no,0,0,0,no,0,0,yes,industrial,7,7,7,Sports Science
bio,male,2,10,162,no,0,no,0,8,7,yes,5,6,yes,7,yes,hardware,0,0,no,0,0,yes,enterprise,10,7,1,Teaching
commerce,female,3,0,97,no,0,no,0,8,6,no,4,9,yes,4,yes,software,0,0,yes,medical,dental,yes,enterprise,8,10,7,Teaching
maths,female,4,8,287,no,0,yes,fineart,9,0,no,4,4,no,0,no,0,0,0,no,0,0,yes,enterprise,3,10,4,Business/Industrial Mngmnt.
none,male,8,5,416,yes,4,no,0,1,5,yes,7,5,no,0,no,0,0,0,no,0,0,no,0,6,5,3,Sports Science
arts,female,3,7,245,yes,3,no,0,2,10,yes,7,8,no,0,yes,hardware,0,0,yes,medical,orthopaedic,no,0,6,8,6,Marketing Management
none,male,8,4,493,no,0,yes,tourism,4,6,yes,7,7,no,0,yes,software,0,0,yes,nutritionist,dental,no,0,3,6,8,Marketing Management
none,other,2,9,297,yes,1,yes,tourism,8,6,yes,3,8,yes,9,yes,hardware,0,0,no,0,0,no,0,3,7,5,Teaching
maths,female,8,1,418,yes,2,yes,literature,5,7,yes,9,5,no,0,no,0,0,0,no,0,0,yes,construction,7,4,5,Business/Industrial Mngmnt.
arts,female,0,7,190,yes,4,no,0,2,5,yes,8,3,no,0,no,0,0,0,no,0,0,yes,agriculture,5,7,8,Sports Science
maths,male,0,1,291,yes,4,yes,tourism,10,4,no,10,9,yes,8,no,0,0,0,no,0,0,no,0,8,2,2,Sports Science
commerce,other,1,5,329,yes,4,yes,tourism,2,10,yes,6,4,yes,7,yes,hardware,0,0,yes,medical,veterinary,no,0,2,5,2,Sports Science
commerce,other,3,4,102,yes,1,no,0,6,7,yes,8,5,yes,7,no,0,0,0,no,0,0,no,0,5,2,8,Chemical Engineering
none,other,7,5,456,no,0,no,0,5,3,no,4,3,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,9,10,9,Business/Industrial Mngmnt.
bio,male,2,6,120,yes,1,yes,literature,4,9,yes,7,4,yes,10,no,0,0,0,yes,medical,orthopaedic,no,0,1,4,1,Chemical Engineering
arts,female,4,2,23,no,0,no,0,6,1,no,5,1,yes,2,yes,hardware,0,0,no,0,0,no,0,8,10,2,UPSC/GPSC etc.
bio,female,0,8,125,no,0,no,0,5,3,no,6,7,yes,9,no,0,0,0,yes,medical,dental,yes,industrial,10,10,1,Chemical Engineering
none,male,8,8,363,no,0,yes,theatre,6,10,no,6,6,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,7,8,5,Theatre & Tourism
maths,female,10,0,403,no,0,yes,theatre,5,2,no,5,9,no,0,yes,software,0,0,no,0,0,no,0,1,6,6,Theatre & Tourism
arts,other,10,4,499,no,0,no,0,10,7,yes,9,5,no,0,no,0,0,0,yes,medical,pediatrician,yes,construction,7,3,5,Teaching
none,female,9,7,449,no,0,no,0,0,3,yes,4,6,yes,4,yes,software,0,0,yes,medical,dental,yes,enterprise,9,9,4,Medicine and Nutrition
none,other,6,8,372,yes,1,no,0,5,7,no,2,9,no,0,yes,software,0,0,yes,medical,orthopaedic,no,0,9,7,1,Medicine and Nutrition
none,female,0,9,25,no,0,yes,tourism,5,6,no,6,6,no,0,no,0,0,0,no,0,0,yes,enterprise,4,10,7,Business/Industrial Mngmnt.
commerce,female,10,8,341,no,0,no,0,5,2,no,5,8,yes,1,no,0,0,0,no,0,0,yes,construction,3,1,8,Business/Industrial Mngmnt.
commerce,male,5,4,243,no,0,no,0,4,3,no,9,4,no,0,yes,software,0,0,no,0,0,yes,industrial,8,9,5,Business/Industrial Mngmnt.
arts,other,9,2,429,no,0,yes,literature,9,10,yes,9,2,yes,3,yes,software,0,0,yes,medical,physician,yes,construction,10,9,6,Teaching
commerce,female,8,3,399,no,0,yes,music,4,7,yes,1,3,no,0,yes,hardware,0,0,no,0,0,yes,construction,6,8,1,Business/Industrial Mngmnt.
bio,male,3,2,15,no,0,no,0,9,0,no,4,7,yes,3,no,0,0,0,yes,nutritionist,orthopaedic,yes,agriculture,6,4,6,Medicine and Nutrition
arts,male,8,5,464,no,0,yes,fineart,6,6,no,2,5,no,0,no,0,0,0,no,0,0,yes,industrial,5,1,10,Business/Industrial Mngmnt.
arts,other,1,0,161,yes,5,no,0,9,5,no,5,10,yes,4,no,0,0,0,no,0,0,no,0,2,8,10,Sports Science
bio,other,10,4,367,no,0,no,0,2,6,no,6,4,no,0,no,0,0,0,no,0,0,yes,industrial,7,5,2,Business/Industrial Mngmnt.
none,male,4,2,74,yes,2,no,0,10,5,yes,4,9,no,0,yes,software,0,0,yes,medical,veterinary,yes,agriculture,1,7,8,Medicine and Nutrition
maths,female,8,7,464,no,0,no,0,10,9,yes,3,2,yes,9,no,0,0,0,yes,medical,dental,no,0,8,1,3,Teaching
none,male,2,0,88,yes,3,yes,music,0,5,yes,9,3,no,0,yes,hardware,0,0,no,0,0,no,0,6,6,4,UPSC/GPSC etc.
maths,female,9,10,401,no,0,no,0,6,1,yes,4,7,yes,5,yes,hardware,0,0,yes,nutritionist,dental,yes,construction,9,2,8,Medicine and Nutrition
none,female,1,10,40,yes,2,no,0,8,3,no,8,9,yes,1,no,0,0,0,no,0,0,no,0,8,5,6,Marketing Management
commerce,other,8,6,412,no,0,no,0,3,0,yes,8,10,no,0,yes,software,0,0,no,0,0,yes,construction,8,4,6,Marketing Management
bio,other,8,9,400,no,0,yes,literature,8,3,no,7,5,yes,4,yes,hardware,0,0,no,0,0,no,0,8,2,3,UPSC/GPSC etc.
bio,male,10,7,373,no,0,yes,music,8,1,no,3,5,yes,7,no,0,0,0,yes,nutritionist,veterinary,yes,construction,6,2,1,Chemical Engineering
bio,male,3,1,92,no,0,yes,literature,6,6,no,10,7,yes,8,yes,software,0,0,yes,medical,orthopaedic,no,0,9,8,7,Marketing Management
bio,male,5,1,112,no,0,no,0,2,1,no,8,4,no,0,no,0,0,0,yes,medical,pediatrician,no,0,5,6,10,Medicine and Nutrition
arts,other,4,0,31,yes,2,no,0,8,2,yes,5,2,yes,7,no,0,0,0,yes,nutritionist,veterinary,yes,agriculture,5,6,10,Chemical Engineering
arts,male,2,6,287,no,0,yes,literature,4,9,yes,5,4,yes,5,yes,hardware,0,0,yes,medical,orthopaedic,no,0,8,7,2,Medicine and Nutrition
maths,male,6,3,437,yes,1,yes,literature,4,8,yes,8,6,no,0,no,0,0,0,no,0,0,no,0,7,2,1,Marketing Management
maths,male,2,8,200,no,0,no,0,7,7,yes,8,1,no,0,no,0,0,0,no,0,0,yes,industrial,4,9,5,Teaching
arts,female,4,2,199,no,0,yes,theatre,7,6,yes,8,10,yes,3,no,0,0,0,no,0,0,yes,industrial,3,8,5,Theatre & Tourism
commerce,other,10,3,494,no,0,yes,theatre,2,5,yes,10,2,yes,4,no,0,0,0,yes,medical,dental,no,0,8,8,10,Theatre & Tourism
commerce,male,8,4,462,no,0,no,0,6,10,no,7,9,no,0,no,0,0,0,yes,medical,physician,no,0,5,7,1,Marketing Management
commerce,female,4,6,91,no,0,yes,tourism,8,2,yes,5,8,no,0,yes,software,0,0,no,0,0,yes,industrial,6,8,7,Business/Industrial Mngmnt.
arts,female,8,10,480,no,0,yes,music,3,9,yes,8,4,yes,6,yes,hardware,0,0,no,0,0,yes,enterprise,3,7,6,Business/Industrial Mngmnt.
arts,other,3,5,143,no,0,no,0,9,1,yes,6,5,yes,4,yes,hardware,0,0,no,0,0,yes,agriculture,9,7,6,Business/Industrial Mngmnt.
none,other,4,1,47,yes,2,yes,tourism,6,3,no,6,6,no,0,no,0,0,0,yes,nutritionist,pediatrician,no,0,6,2,5,Medicine and Nutrition
arts,other,9,8,371,no,0,no,0,6,1,no,2,3,yes,9,yes,hardware,0,0,yes,medical,orthopaedic,no,0,2,10,4,Chemical Engineering
maths,other,8,4,405,no,0,no,0,2,3,yes,9,7,no,0,yes,hardware,0,0,yes,medical,physician,yes,industrial,3,5,7,Marketing Management
arts,male,5,3,113,yes,1,yes,tourism,5,0,no,2,6,no,0,no,0,0,0,yes,medical,dental,no,0,3,2,9,Medicine and Nutrition
maths,male,9,6,463,no,0,no,0,8,0,no,4,1,no,0,no,0,0,0,no,0,0,yes,industrial,2,9,8,Business/Industrial Mngmnt.
bio,male,10,5,335,no,0,yes,theatre,1,3,yes,2,6,yes,6,no,0,0,0,yes,nutritionist,physician,no,0,4,7,5,Theatre & Tourism
none,female,0,6,323,yes,5,yes,literature,6,2,yes,5,2,yes,9,no,0,0,0,no,0,0,yes,construction,6,4,6,Sports Science
commerce,male,6,10,432,no,0,no,0,6,0,yes,5,7,yes,3,yes,hardware,0,0,yes,nutritionist,veterinary,no,0,9,5,10,Medicine and Nutrition
arts,female,3,8,0,yes,5,yes,tourism,9,2,no,9,6,no,0,no,0,0,0,no,0,0,no,0,4,9,6,Sports Science
none,female,1,3,26,yes,2,no,0,5,8,no,5,4,yes,7,yes,software,0,0,no,0,0,no,0,8,7,6,Chemical Engineering
maths,female,7,6,500,yes,3,yes,music,1,3,no,9,10,no,0,yes,hardware,0,0,no,0,0,no,0,9,2,9,Marketing Management
maths,female,6,5,398,no,0,yes,fineart,2,6,no,10,5,yes,2,no,0,0,0,yes,medical,orthopaedic,no,0,1,9,6,Medicine and Nutrition
maths,female,2,2,263,no,0,no,0,6,1,no,6,10,no,0,no,0,0,0,yes,medical,pediatrician,yes,enterprise,2,8,4,Medicine and Nutrition
none,male,7,6,458,yes,1,no,0,2,2,yes,10,2,no,0,yes,hardware,0,0,yes,nutritionist,dental,no,0,4,7,5,Medicine and Nutrition
maths,other,5,3,253,yes,4,yes,tourism,1,0,no,3,3,yes,6,yes,hardware,0,0,yes,nutritionist,dental,yes,construction,6,2,10,Sports Science
commerce,female,7,9,415,no,0,yes,music,0,9,no,7,8,yes,8,yes,hardware,0,0,yes,nutritionist,orthopaedic,yes,agriculture,7,8,3,Marketing Management
commerce,male,5,2,240,yes,4,yes,tourism,5,1,no,5,6,yes,3,no,0,0,0,yes,medical,physician,yes,agriculture,6,5,5,Sports Science
commerce,female,8,6,374,yes,4,yes,tourism,1,8,no,6,1,yes,8,yes,software,0,0,yes,medical,pediatrician,yes,agriculture,5,3,1,Sports Science
none,female,9,0,463,no,0,no,0,8,4,yes,9,1,yes,4,no,0,0,0,yes,medical,orthopaedic,no,0,6,8,1,Medicine and Nutrition
maths,male,8,9,480,yes,3,no,0,8,0,no,9,8,yes,7,no,0,0,0,no,0,0,no,0,3,5,10,Marketing Management
arts,female,6,2,357,no,0,yes,tourism,3,6,yes,4,2,yes,1,yes,software,0,0,no,0,0,yes,agriculture,9,5,6,Business/Industrial Mngmnt.
commerce,female,9,4,439,yes,3,no,0,5,9,no,7,10,yes,9,yes,hardware,0,0,no,0,0,no,0,7,9,9,Marketing Management
maths,male,3,6,150,no,0,yes,literature,8,7,yes,10,1,no,0,no,0,0,0,no,0,0,no,0,5,4,5,Teaching
arts,other,9,3,437,yes,1,yes,literature,0,10,no,1,7,yes,9,yes,hardware,0,0,no,0,0,yes,industrial,2,3,1,Chemical Engineering
commerce,other,9,7,368,yes,2,yes,tourism,2,5,yes,2,3,yes,9,no,0,0,0,no,0,0,no,0,8,7,5,Chemical Engineering
bio,male,3,9,285,no,0,no,0,3,0,no,10,8,no,0,no,0,0,0,yes,medical,orthopaedic,yes,construction,10,4,2,Marketing Management
arts,female,1,10,310,no,0,yes,literature,2,6,no,6,3,no,0,yes,hardware,0,0,yes,nutritionist,orthopaedic,yes,construction,6,9,5,Medicine and Nutrition
commerce,female,5,2,313,yes,3,yes,fineart,2,8,no,4,1,yes,8,yes,hardware,0,0,yes,nutritionist,physician,no,0,8,4,4,Chemical Engineering
bio,female,5,3,321,no,0,yes,theatre,4,9,yes,10,5,no,0,no,0,0,0,no,0,0,yes,construction,4,9,9,Theatre & Tourism
arts,female,10,7,489,yes,2,yes,literature,6,3,yes,4,2,yes,7,no,0,0,0,yes,nutritionist,physician,no,0,8,9,7,Chemical Engineering
arts,other,9,5,455,no,0,no,0,0,10,no,9,1,yes,8,no,0,0,0,yes,nutritionist,orthopaedic,yes,enterprise,1,2,8,Chemical Engineering
maths,other,6,5,481,no,0,yes,music,3,3,no,9,6,yes,5,no,0,0,0,no,0,0,yes,industrial,5,10,5,Marketing Management
maths,male,2,3,321,no,0,no,0,0,4,yes,1,6,yes,7,yes,software,0,0,no,0,0,yes,industrial,3,7,10,Chemical Engineering
arts,female,2,7,248,yes,1,no,0,8,10,yes,1,6,yes,7,yes,hardware,0,0,yes,nutritionist,physician,no,0,10,8,2,Teaching
none,female,9,3,372,yes,1,yes,theatre,1,8,yes,5,2,yes,9,no,0,0,0,yes,medical,veterinary,no,0,7,8,1,Theatre & Tourism
none,other,7,6,465,no,0,yes,music,7,2,no,5,6,no,0,no,0,0,0,no,0,0,no,0,6,5,3,UPSC/GPSC etc.
bio,female,4,6,322,yes,3,no,0,9,8,yes,10,10,yes,3,no,0,0,0,no,0,0,yes,enterprise,8,2,9,Teaching
none,female,5,2,240,no,0,yes,theatre,6,3,no,9,2,yes,10,no,0,0,0,yes,medical,orthopaedic,no,0,1,9,6,Theatre & Tourism
maths,other,10,5,336,no,0,no,0,5,2,yes,5,4,no,0,no,0,0,0,no,0,0,no,0,6,1,8,UPSC/GPSC etc.
arts,male,9,0,389,yes,2,no,0,9,5,no,2,1,no,0,yes,software,0,0,no,0,0,no,0,8,2,3,UPSC/GPSC etc.
commerce,male,5,2,291,no,0,no,0,6,4,no,9,7,no,0,yes,software,0,0,yes,medical,orthopaedic,no,0,1,1,2,Marketing Management
none,male,7,2,368,no,0,yes,music,1,4,yes,2,2,yes,2,yes,software,0,0,no,0,0,no,0,5,1,2,ARTS
none,female,10,10,435,yes,4,no,0,3,1,no,10,1,yes,8,yes,software,0,0,yes,nutritionist,pediatrician,no,0,8,7,10,Sports Science
maths,other,2,10,283,no,0,yes,music,8,4,no,8,4,no,0,yes,software,0,0,no,0,0,no,0,4,10,3,CA/CS/Banking
bio,male,8,4,469,no,0,no,0,1,0,no,2,3,yes,5,no,0,0,0,no,0,0,no,0,3,6,4,CA/CS/Banking
arts,male,10,5,446,no,0,yes,theatre,9,4,yes,1,5,yes,3,no,0,0,0,yes,medical,pediatrician,no,0,2,1,8,Theatre & Tourism
bio,male,10,7,428,no,0,no,0,6,1,no,10,8,no,0,no,0,0,0,yes,medical,physician,yes,construction,4,6,4,Marketing Management
bio,other,0,6,184,no,0,yes,music,3,0,no,6,7,yes,3,no,0,0,0,no,0,0,yes,agriculture,5,3,10,Business/Industrial Mngmnt.
